word_id,word_language,word_level,word_position,word_translation,word_word
78,English,A1,noun,aktivite,activity
79,English,A1,noun,aktör,actor
80,English,B1,noun,aktris,actress
81,English,B2,adjective,gerçek,actual
82,English,A2,adverb,Aslında,actually
83,English,B2,adjective,akut,acute
84,English,B1,noun,reklam,ad
85,English,B1,verb,adapte olmak,adapt
86,English,B2,adjective,uyarlanabilir,adaptable
87,English,A1,verb,eklemek,add
88,English,B2,noun,bağımlı,addict
89,English,B2,adjective,bağımlı,addicted
90,English,B2,noun,bağımlılık,addiction
91,English,A2,noun,ek,addition
92,English,A2,adjective,ek olarak,additional
93,English,B2,adverb,bunlara ek olarak,additionally
94,English,A1,noun,adres,address
95,English,B1,verb,adres,address
96,English,B1,noun,muhatap,addressee
97,English,B2,adjective,yeterli,adequate
98,English,B2,adverb,yeterince,adequately
99,English,A2,noun,sıfat,adjective
100,English,A2,verb,ayarlamak,adjust
101,English,B2,noun,ayar,adjustment
102,English,B1,noun,yönetim,administration
103,English,B2,adjective,Yönetim,administrative
104,English,B2,adjective,takdire şayan,admirable
105,English,B1,noun,hayranlık,admiration
106,English,A2,verb,beğenmek,admire
107,English,B2,adverb,hayranlıkla,admiringly
108,English,B1,noun,kabul,admission
109,English,A2,verb,itiraf etmek,admit
110,English,B2,adverb,kuşkusuz,admittedly
111,English,B1,verb,evlat edinmek,adopt
112,English,B2,adjective,kabul edilen,adopted
113,English,B2,noun,Benimseme,adoption
114,English,B1,adjective,sevimli,adorable
115,English,B2,verb,hayranlık duymak,adore
116,English,B2,verb,süslemek,adorn
117,English,A2,adjective,yetişkin,adult
118,English,A2,noun,yetişkin,adult
119,English,B2,noun,ilerlemek,advance
120,English,B1,verb,ilerlemek,advance
121,English,A2,adjective,gelişmiş,advanced
122,English,B2,noun,ilerleme,advancement
123,English,A2,noun,avantaj,advantage
124,English,B2,noun,geliş,advent
125,English,A2,noun,macera,adventure
126,English,B2,adjective,maceracı,adventurous
127,English,B1,noun,zarf,adverb
128,English,B1,adjective,zarf,adverbial
129,English,B2,adjective,olumsuz,adverse
130,English,B2,adverb,olumsuz olarak,adversely
131,English,B2,noun,sıkıntı,adversity
132,English,B1,noun,reklam,advert
133,English,B1,verb,reklam vermek,advertise
134,English,A2,noun,reklamcılık,advertisement
135,English,A2,noun,reklam,advertising
136,English,A2,noun,tavsiye,advice
137,English,A2,verb,öğüt vermek,advise
138,English,B1,noun,danışman/danışman,adviser/advisor
139,English,B1,noun,aerobik,aerobics
140,English,A2,noun,mesele,affair
141,English,B1,verb,etkilemek,affect
142,English,B1,noun,alaka,affection
143,English,B2,adjective,sevecen,affectionate
144,English,B2,adverb,sevgiyle,affectionately
145,English,B1,verb,parası yetmek,afford
146,English,B2,adjective,ekonomik,affordable
147,English,A1,adjective,korkmuş,afraid
148,English,A2,adverb,sonrasında,after
149,English,B1,conjunction,sonrasında,after
150,English,A1,preposition,sonrasında,after
151,English,A1,noun,öğleden sonra,afternoon
152,English,B1,adverb,sonrasında,afterward
153,English,B1,adverb,daha sonrasında,afterwards
154,English,A1,adverb,Tekrar,again
155,English,A2,preposition,aykırı,against
156,English,A1,noun,yaş,age
157,English,A2,adjective,yaşlı,aged
158,English,B2,adjective,eskimeyen,ageless
159,English,A2,noun,Ajans,agency
160,English,B1,noun,Gündem,agenda
161,English,A2,noun,ajan,agent
162,English,B1,adjective,agresif,aggressive
163,English,B2,adverb,agresif bir şekilde,aggressively
164,English,A1,adverb,evvel,ago
165,English,B2,verb,ıstırap çekmek/ızdırap çekmek,agonize/agonise
166,English,B2,noun,ızdırap,agony
167,English,A1,verb,kabul etmek,agree
168,English,B1,noun,anlaşma,agreement
169,English,B1,adjective,tarımsal,agricultural
170,English,B1,noun,tarım,agriculture
171,English,A2,adverb,ilerde,ahead
172,English,B1,noun,yardım,aid
173,English,B1,verb,yardım,aid
174,English,B1,noun,amaç,aim
175,English,B2,verb,amaç,aim
176,English,A2,noun,hava,air
177,English,B1,noun,klima,air conditioning
178,English,B1,noun,hava Kuvvetleri,air force
179,English,B2,noun,uçak,aircraft
180,English,B2,noun,Hava mürettebatı,aircrew
181,English,B1,noun,havayolu,airline
182,English,A1,noun,uçak/uçak,airplane/aeroplane
183,English,A1,noun,havalimanı,airport
184,English,A2,noun,koridor,aisle
185,English,A2,noun,alarm,alarm
186,English,B1,verb,alarm,alarm
187,English,A2,noun,alarm saati,alarm clock
188,English,A1,noun,albüm,album
189,English,B1,noun,alkol,alcohol
190,English,B1,adjective,alkollü,alcoholic
191,English,B2,noun,alkollü,alcoholic
192,English,B2,noun,alkolizm,alcoholism
193,English,B2,verb,uyarı,alert
194,English,B1,adjective,benzer,alike
195,English,B1,adverb,benzer,alike
196,English,A2,adjective,canlı,alive
197,English,A2,adverb,Tümü,all
198,English,A1,determiner,Tümü,all
199,English,A1,pronoun,Tümü,all
200,English,A1,adjective,Elbette,all right
201,English,A1,adverb,Elbette,all right
202,English,B2,noun,iddia,allegation
203,English,B1,adjective,alerjik,allergic
204,English,B2,noun,ittifak,alliance
205,English,A2,verb,izin vermek,allow
206,English,B1,noun,ödenek,allowance
207,English,B2,noun,müttefik,ally
208,English,A1,adverb,neredeyse,almost
209,English,A2,adjective,yalnız,alone
210,English,A1,adverb,yalnız,alone
211,English,A1,adverb,birlikte,along
212,English,A2,preposition,birlikte,along
213,English,B2,preposition,yanında,alongside
214,English,B1,adverb,yüksek sesle,aloud
215,English,B1,noun,alfabe,alphabet
216,English,B2,adjective,alfabetik,alphabetical
217,English,A1,adverb,çoktan,already
218,English,A2,adjective,Tamam,alright
219,English,A2,adverb,Tamam,alright
220,English,A1,adverb,Ayrıca,also
221,English,B2,noun,altar,altar
222,English,B2,verb,değiştirmek,alter
223,English,B2,verb,alternatif,alternate
224,English,B1,adjective,alternatif,alternative
225,English,B1,noun,alternatif,alternative
226,English,B2,adverb,alternatif olarak,alternatively
227,English,A2,conjunction,rağmen,although
228,English,B2,noun,rakım,altitude
229,English,B1,adverb,tamamen,altogether
230,English,B2,noun,alüminyum/alüminyum,aluminum/aluminium
231,English,A1,adverb,Her zaman,always
232,English,A1,be-verb,ben,am
233,English,B2,verb,hayrete düşürmek,amaze
234,English,B1,adjective,hayret,amazed
235,English,B2,noun,şaşkınlık,amazement
236,English,B1,adjective,inanılmaz,amazing
237,English,B2,adverb,şaşırtıcı derecede,amazingly
238,English,B2,noun,büyükelçi,ambassador
239,English,B2,noun,belirsizlik,ambiguity
240,English,B2,adjective,belirsiz,ambiguous
241,English,A2,noun,tutku,ambition
242,English,B1,adjective,hırslı,ambitious
243,English,B1,noun,ambulans,ambulance
244,English,B2,noun,amonyak,ammonia
245,English,A2,preposition,arasında,among
246,English,B2,preposition,arasında,amongst
247,English,B1,noun,miktar,amount
248,English,B2,adjective,bol,ample
249,English,B2,noun,amplifikatör,amplifier
250,English,B2,verb,güçlendirmek,amplify
251,English,B2,verb,eğlendirmek,amuse
252,English,A2,adjective,eğlenerek,amused
253,English,A2,noun,eğlence,amusement
254,English,B1,adjective,eğlenceli,amusing
255,English,A1,determiner,BİR,an
256,English,B2,noun,benzetme,analogy
257,English,B1,noun,analiz,analysis
258,English,B2,noun,analist,analyst
259,English,B1,verb,analiz et/analiz et,analyze/analyse
260,English,A2,noun,Ata,ancestor
261,English,B2,noun,Çapa,anchor
262,English,B2,noun,demirleme,anchorage
263,English,B2,noun,spiker,anchorman
264,English,B2,noun,spiker,anchorperson
265,English,A2,adjective,antik,ancient
266,English,A1,conjunction,Ve,and
267,English,A2,noun,melek,angel
268,English,B1,noun,kızgınlık,anger
269,English,B1,noun,açı,angle
270,English,A2,adverb,öfkeyle,angrily
271,English,A1,adjective,sinirli,angry
272,English,B2,noun,ıstırap,anguish
273,English,A1,noun,hayvan,animal
274,English,B2,verb,canlandırmak,animate
275,English,B1,adjective,animasyonlu,animated
276,English,B1,noun,animasyon,animation
277,English,A2,noun,bilek,ankle
278,English,A2,noun,yıl dönümü,anniversary
279,English,B1,verb,duyurmak,announce
280,English,B1,noun,duyuru,announcement
281,English,A2,verb,kızdırmak,annoy
282,English,B1,noun,sıkıntı,annoyance
283,English,B1,adjective,sinirli,annoyed
284,English,A2,adjective,sinir bozucu,annoying
285,English,B1,adjective,yıllık,annual
286,English,B1,adverb,yıllık,annually
287,English,B2,adjective,anonim,anonymous
288,English,A1,determiner,bir diğer,another
289,English,A2,pronoun,bir diğer,another
290,English,A1,noun,cevap,answer
291,English,A1,verb,cevap,answer
292,English,B1,noun,karınca,ant
293,English,B1,adjective,anti,anti
294,English,B2,adjective,uçaksavar,antiaircraft
295,English,B2,adjective,antibakteriyel,antibacterial
296,English,B2,noun,antikanser,anticancer
297,English,B2,verb,beklemek,anticipate
298,English,B2,noun,Beklenti,anticipation
299,English,B2,noun,kirlenme karşıtı,antipollution
300,English,B2,adjective,Antik,antique
301,English,B1,noun,Antik,antique
302,English,B2,adjective,antistatik,antistatic
303,English,B2,noun,antivirüs,antivirus
304,English,B1,noun,zıt anlamlı,antonym
305,English,B1,noun,endişe,anxiety
306,English,A2,adjective,endişeli,anxious
307,English,B1,adverb,endişeyle,anxiously
308,English,A1,determiner,herhangi,any
309,English,A1,pronoun,herhangi,any
310,English,A1,pronoun,herhangi biri,anybody
311,English,B1,adverb,neyse,anyhow
312,English,A2,adverb,artık değil,anymore
313,English,A1,pronoun,herhangi biri,anyone
314,English,A1,pronoun,herhangi bir şey,anything
315,English,A2,adverb,Neyse,anyway
316,English,A2,adverb,herhangi bir yer,anywhere
317,English,A2,adverb,ayrı,apart
318,English,A2,noun,apartman,apartment
319,English,B1,noun,maymun,ape
320,English,A2,verb,özür dilemek/özür dilemek,apologize/apologise
321,English,B1,noun,özür,apology
322,English,B2,noun,kesme işareti,apostrophe
323,English,B1,adjective,belirgin,apparent
324,English,A2,adverb,görünüşe göre,apparently
325,English,B1,noun,çekici,appeal
326,English,B2,verb,çekici,appeal
327,English,A2,verb,belli olmak,appear
328,English,A2,noun,dış görünüş,appearance
329,English,B1,noun,iştah,appetite
330,English,B1,verb,alkışlamak,applaud
331,English,B1,noun,alkış,applause
332,English,A1,noun,elma,apple
333,English,B2,noun,başvuru sahibi,applicant
334,English,B1,noun,başvuru,application
335,English,A2,verb,uygula,apply
336,English,B1,verb,atamak,appoint
337,English,A2,noun,randevu,appointment
338,English,A2,verb,takdirle karşılamak,appreciate
339,English,B1,noun,takdir,appreciation
340,English,B2,adjective,minnettar,appreciative
341,English,B1,noun,yaklaşmak,approach
342,English,B2,verb,yaklaşmak,approach
343,English,A2,adjective,uygun,appropriate
344,English,B2,adverb,uygun şekilde,appropriately
345,English,B1,noun,onay,approval
346,English,B1,verb,onaylamak,approve
347,English,B2,adjective,yaklaşık,approximate
348,English,B1,adverb,yaklaşık olarak,approximately
349,English,A1,noun,Nisan,April
350,English,A1,noun,apron,apron
351,English,B2,noun,kemer,arch
352,English,B2,noun,arkeolog/arkeolog,archaeologist/archeologist
353,English,B1,noun,mimar,architect
354,English,A2,noun,mimari,architecture
355,English,B2,adjective,arktik,arctic
356,English,A1,be-verb,öyle,are
357,English,A2,noun,alan,area
358,English,B2,noun,arena,arena
359,English,A2,verb,tartışmak,argue
360,English,A2,noun,argüman,argument
361,English,B1,verb,kalkmak,arise
362,English,B2,noun,aristokrasi,aristocracy
363,English,B1,noun,aritmetik,arithmetic
364,English,A1,noun,kol,arm
365,English,B1,verb,kol,arm
366,English,A2,noun,koltuk,armchair
367,English,A2,adjective,silahlı,armed
368,English,B2,noun,kucak dolusu,armful
369,English,B1,noun,ordu,army
370,English,A2,adverb,etrafında,around
371,English,A1,preposition,etrafında,around
372,English,B2,verb,uyandırmak,arouse
373,English,B1,verb,düzenlemek,arrange
374,English,B1,noun,ayarlama,arrangement
375,English,B1,noun,tutuklamak,arrest
376,English,B1,verb,tutuklamak,arrest
377,English,B1,noun,varış,arrival
378,English,A1,verb,varmak,arrive
379,English,B2,adjective,kibirli,arrogant
380,English,B1,noun,ok,arrow
381,English,A1,noun,sanat,art
382,English,B2,noun,arter,artery
383,English,A1,noun,madde,article
384,English,B2,verb,ifade,articulate
385,English,A2,adjective,yapay,artificial
386,English,B2,adverb,yapay olarak,artificially
387,English,B1,noun,sanatçı,artist
388,English,B1,adjective,sanatsal,artistic
389,English,B2,noun,sanat,artistry
390,English,A2,conjunction,gibi,as
391,English,A1,preposition,gibi,as
392,English,B2,noun,kül,ash
393,English,B1,adjective,utanmış,ashamed
394,English,B1,adverb,bir kenara,aside
395,English,A1,verb,sormak,ask
396,English,A2,adjective,uyuya kalmak,asleep
397,English,B1,noun,bakış açısı,aspect
398,English,B2,noun,aspirasyon,aspiration
399,English,B2,verb,arzulamak,aspire
400,English,B1,noun,aspirin,aspirin
401,English,B2,noun,saldırı,assault
402,English,B2,verb,birleştirmek,assemble
403,English,B2,noun,toplantı,assembly
404,English,B2,verb,ileri sürmek,assert
405,English,B2,verb,değer biçmek,assess
406,English,B2,noun,değerlendirme,assessment
407,English,B1,verb,atamak,assign
408,English,B1,noun,atama,assignment
409,English,B1,verb,yardım,assist
410,English,B1,noun,yardım,assistance
411,English,A2,adjective,asistan,assistant
412,English,B1,noun,asistan,assistant
413,English,B1,verb,iş arkadaşı,associate
414,English,A2,noun,dernek,association
415,English,B1,verb,farz etmek,assume
416,English,B2,noun,varsayım,assumption
417,English,B2,noun,güvence,assurance
418,English,B2,verb,garanti etmek,assure
419,English,B2,verb,afallatmak,astonish
420,English,B2,adjective,şaşkın,astonished
421,English,B2,adjective,şaşırtıcı,astonishing
422,English,B2,noun,şaşkınlık,astonishment
423,English,A2,noun,astronot,astronaut
424,English,B1,noun,astronom,astronomer
425,English,B2,noun,astronomi,astronomy
426,English,A1,preposition,en,at
427,English,A2,noun,atlet,athlete
428,English,B1,adjective,atletik,athletic
429,English,B2,noun,atletizm,athletics
430,English,B1,adjective,Atlantik,Atlantic
431,English,B1,noun,atmosfer,atmosphere
432,English,A2,noun,atom,atom
433,English,B1,adjective,atomik,atomic
434,English,B1,verb,eklemek,attach
435,English,B2,adjective,ekli,attached
436,English,B1,noun,EK,attachment
437,English,A2,noun,saldırı,attack
438,English,A2,verb,saldırı,attack
439,English,B1,verb,en azından,attain
440,English,B2,adjective,ulaşılabilir,attainable
441,English,B2,noun,ulaşma,attainment
442,English,A2,noun,girişim,attempt
443,English,B1,verb,girişim,attempt
444,English,B1,verb,katılmak,attend
445,English,B2,noun,katılım,attendance
446,English,A2,noun,dikkat,attention
447,English,B2,adjective,özenli,attentive
448,English,B2,adverb,dikkatle,attentively
449,English,A2,noun,davranış,attitude
450,English,B1,verb,cezbetmek,attract
451,English,B1,noun,cazibe,attraction
452,English,A2,adjective,çekici,attractive
453,English,B2,noun,çekicilik,attractiveness
454,English,B2,noun,bağlanmak,attribute
455,English,B2,verb,bağlanmak,attribute
456,English,B2,adjective,atipik,atypical
457,English,B2,noun,patlıcan,aubergine
458,English,A2,noun,kitle,audience
459,English,A2,adjective,ses,audio
460,English,B2,noun,denetim,audit
461,English,B2,noun,seçme,audition
462,English,A1,noun,Ağustos,August
463,English,A1,noun,hala,aunt
464,English,A2,noun,yazar,author
465,English,B2,adjective,yetkili,authoritative
466,English,B1,noun,yetki,authority
467,English,B2,verb,yetkilendirmek/yetkilendirmek,authorize/authorise
468,English,A2,adjective,otomatik,automatic
469,English,A2,adverb,otomatik olarak,automatically
470,English,A1,noun,sonbahar,autumn
471,English,B1,adjective,ek,auxiliary
472,English,B2,noun,kullanılabilirlik,availability
473,English,B1,adjective,mevcut,available
474,English,B1,noun,Bulvar,avenue
475,English,A2,adjective,ortalama,average
476,English,A2,noun,ortalama,average
477,English,A2,verb,kaçınmak,avoid
478,English,B2,verb,beklemek,await
479,English,A1,adjective,uyanmak,awake
480,English,A2,noun,ödül,award
481,English,B1,verb,ödül,award
482,English,B1,adjective,farkında olmak,aware
483,English,B1,noun,farkındalık,awareness
484,English,A1,adverb,uzak,away
485,English,B2,noun,huşu,awe
486,English,B1,adjective,Mükemmel,awesome
487,English,A2,adjective,berbat,awful
488,English,B1,adjective,garip,awkward
489,English,B2,noun,balta/balta,ax/axe
490,English,B2,noun,eksen,axis
491,English,A1,noun,Bebek,baby
492,English,B1,verb,bebek bakıcılığı,babysit
493,English,B1,noun,çocuk bakıcısı,babysitter
494,English,A2,adjective,geri,back
495,English,A1,adverb,geri,back
496,English,A1,noun,geri,back
497,English,B1,verb,geri,back
498,English,B1,noun,sırt ağrısı,backache
499,English,A2,noun,arka plan,background
500,English,B1,noun,sırt çantası,backpack
501,English,B1,noun,sırt çantalı gezgin,backpacker
502,English,B1,noun,sırt çantasıyla seyahat,backpacking
503,English,B2,noun,destek olmak,backup
504,English,B2,adverb,geriye/geriye,backward/backwards
505,English,B2,noun,arka bahçe,backyard
506,English,B1,noun,domuz pastırması,bacon
507,English,A1,adjective,kötü,bad
508,English,B2,noun,rozet,badge
509,English,A2,adverb,kötü,badly
510,English,A2,noun,badminton,badminton
511,English,B2,adjective,huysuz,bad-tempered
512,English,A1,noun,çanta,bag
513,English,B1,noun,bagaj,baggage
514,English,A2,verb,pişmek,bake
515,English,B1,noun,fırıncı,baker
516,English,B1,noun,fırın,bakery
517,English,B1,noun,denge,balance
518,English,B2,verb,denge,balance
519,English,B2,adjective,dengeli,balanced
520,English,A2,noun,balkon,balcony
521,English,B1,adjective,kel,bald
522,English,B2,adjective,inatçı,balky
523,English,A1,noun,top,ball
524,English,B2,noun,balad,ballad
525,English,B2,noun,bale,ballet
526,English,A2,noun,balon,balloon
527,English,B2,noun,oy pusulası,ballot
528,English,B2,noun,yasak,ban
529,English,B2,verb,yasak,ban
530,English,A1,noun,muz,banana
531,English,A1,noun,bant,band
532,English,B1,noun,bandaj,bandage
533,English,B1,noun,patlama,bang
534,English,B1,verb,patlama,bang
535,English,A1,noun,banka,bank
536,English,A2,verb,banka,bank
537,English,B1,noun,banka hesabı,bank account
538,English,B2,noun,bankacı,banker
539,English,A2,noun,bankacılık,banking
540,English,B2,verb,iflas etti,bankrupt
541,English,B2,noun,iflas,bankruptcy
542,English,A1,noun,çubuk,bar
543,English,B1,verb,çubuk,bar
544,English,A2,noun,Barbekü,barbecue
545,English,B1,verb,Barbekü,barbecue
546,English,A2,noun,berber,barber
547,English,B2,noun,Berber dükkanı,barbershop
548,English,B1,adjective,çıplak,bare
549,English,B2,verb,çıplak,bare
550,English,B1,adverb,neredeyse,barely
551,English,A2,noun,pazarlık,bargain
552,English,B2,verb,pazarlık,bargain
553,English,B1,noun,havlamak,bark
554,English,B2,verb,havlamak,bark
555,English,B2,noun,arpa,barley
556,English,B1,noun,barmen,barman
557,English,B2,noun,ahır,barn
558,English,B2,noun,barometre,barometer
559,English,B1,noun,varil,barrel
560,English,B2,adjective,çorak,barren
561,English,B2,noun,bariyer,barrier
562,English,B2,noun,barmen,bartender
563,English,A2,noun,temel,base
564,English,B1,verb,temel,base
565,English,A1,noun,beyzbol,baseball
566,English,B1,noun,bodrum,basement
567,English,A2,adjective,temel,basic
568,English,A2,adverb,temel olarak,basically
569,English,B1,noun,havza,basin
570,English,B1,noun,temel,basis
571,English,A2,noun,sepet,basket
572,English,A1,noun,Basketbol,basketball
573,English,A1,noun,yarasa,bat
574,English,B1,verb,yarasa,bat
575,English,A2,noun,grup,batch
576,English,A1,noun,banyo,bath
577,English,B1,verb,yıkanmak,bathe
578,English,B2,noun,hamam,bathhouse
579,English,A1,noun,banyo,bathroom
580,English,A2,noun,pil,battery
581,English,B1,noun,savaş,battle
582,English,B2,noun,savaş alanı,battlefield
583,English,A2,noun,koy,bay
584,English,A1,be-verb,olmak,be
585,English,A1,noun,sahil,beach
586,English,B2,noun,tazı,beagle
587,English,B2,noun,gaga,beak
588,English,B2,noun,ışın,beam
589,English,A1,noun,fasulye,bean
590,English,A1,noun,ayı,bear
591,English,A2,verb,ayı,bear
592,English,B1,noun,sakal,beard
593,English,B2,noun,rulman,bearing
594,English,B1,noun,canavar,beast
595,English,B2,noun,vurmak,beat
596,English,B1,verb,vurmak,beat
597,English,A1,adjective,Güzel,beautiful
598,English,B1,adverb,güzelce,beautifully
599,English,B2,verb,güzelleştirmek,beautify
600,English,A2,noun,güzellik,beauty
601,English,B1,noun,kunduz,beaver
602,English,A1,conjunction,Çünkü,because
603,English,B1,preposition,yüzünden,because of
604,English,A1,verb,haline gelmek,become
605,English,A1,noun,yatak,bed
606,English,A1,noun,yatak odası,bedroom
607,English,B1,noun,başucu,bedside
608,English,A1,noun,bal arısı,bee
609,English,A1,noun,biftek,beef
610,English,A2,be-verb,olmuştur,been
611,English,A2,noun,bira,beer
612,English,A1,adverb,önce,before
613,English,A2,conjunction,önce,before
614,English,A1,preposition,önce,before
615,English,A2,verb,dilenmek,beg
616,English,A1,verb,başlamak,begin
617,English,A2,noun,acemi,beginner
618,English,A2,noun,başlangıç,beginning
619,English,B1,noun,adına,behalf
620,English,B1,verb,davranmak,behave
621,English,A2,noun,davranış/davranış,behavior/behaviour
622,English,A1,adverb,arka,behind
623,English,A1,preposition,arka,behind
624,English,A2,noun,yapı,being
625,English,B1,noun,inanç,belief
626,English,A1,verb,inanmak,believe
627,English,A1,noun,zil,bell
628,English,B2,verb,feryat,bellow
629,English,A2,noun,karın,belly
630,English,A2,verb,ait olmak,belong
631,English,B2,noun,eşyalar,belongings
632,English,B1,adjective,sevgili,beloved
633,English,A1,adverb,altında,below
634,English,A1,preposition,altında,below
635,English,A2,noun,kemer,belt
636,English,A2,noun,Bank,bench
637,English,B2,noun,bükülmek,bend
638,English,A2,verb,bükülmek,bend
639,English,B1,preposition,altında,beneath
640,English,B2,adjective,yararlı,beneficial
641,English,B1,noun,fayda,benefit
642,English,B2,verb,fayda,benefit
643,English,B2,noun,yardımseverlik,benevolence
644,English,B2,adjective,hayırsever,benevolent
645,English,B1,adjective,kıvrılmış,bent
646,English,B2,noun,dut,berry
647,English,A1,preposition,yanında,beside
648,English,A2,adverb,Ayrıca,besides
649,English,B1,preposition,Ayrıca,besides
650,English,A1,adjective,en iyi,best
651,English,A1,adverb,en iyi,best
652,English,B2,verb,ihsan etmek,bestow
653,English,B2,noun,En çok satan kitap,bestseller
654,English,B1,verb,bahis,bet
655,English,B2,verb,ihanet etmek,betray
656,English,A1,adjective,daha iyi,better
657,English,A2,adverb,daha iyi,better
658,English,A1,preposition,arasında,between
659,English,B2,verb,şaşkın,bewilder
660,English,B2,noun,şaşkınlık,bewilderment
661,English,A2,preposition,öte,beyond
662,English,A1,noun,bisiklet,bicycle
663,English,B2,verb,teklif etmek,bid
664,English,B2,noun,ihale,bidding
665,English,A1,adjective,büyük,big
666,English,A1,noun,bisiklet,bike
667,English,B2,noun,bikini,bikini
668,English,B1,adjective,iki dilli,bilingual
669,English,A2,noun,fatura,bill
670,English,B1,verb,fatura,bill
671,English,B2,noun,milyar,billion
672,English,B1,noun,çöp Kutusu,bin
673,English,B2,verb,bağlamak,bind
674,English,B2,noun,biyo,bio
675,English,B1,noun,biyokimya,biochemistry
676,English,B1,noun,biyografi,biography
677,English,B2,adjective,biyolojik,biological
678,English,B1,noun,Biyoloji,biology
679,English,B2,noun,biyoteknoloji,biotechnology
680,English,A1,noun,kuş,bird
681,English,B2,noun,kuş kafesi,birdcage
682,English,A1,noun,doğum,birth
683,English,A1,noun,doğum günü,birthday
684,English,B2,noun,doğum yeri,birthplace
685,English,A1,noun,bisküvi,biscuit
686,English,B1,noun,piskopos,bishop
687,English,A2,noun,biraz,bit
688,English,A2,noun,ısırmak,bite
689,English,B1,verb,ısırmak,bite
690,English,B1,adjective,acı,bitter
691,English,B2,adverb,acı bir şekilde,bitterly
692,English,B2,adjective,tuhaf,bizarre
693,English,A1,adjective,siyah,black
694,English,A1,noun,siyah,black
695,English,A2,noun,yazı tahtası,blackboard
696,English,B2,noun,bıçak ağzı,blade
697,English,B1,noun,suçlamak,blame
698,English,A2,verb,suçlamak,blame
699,English,A1,adjective,boşluk,blank
700,English,A2,noun,battaniye,blanket
701,English,B2,noun,büyük patlama,blast
702,English,B2,verb,büyük patlama,blast
703,English,B2,noun,alev,blaze
704,English,B2,verb,alev,blaze
705,English,B1,verb,kanama,bleed
706,English,B2,noun,karışım,blend
707,English,B1,verb,karışım,blend
708,English,B1,verb,korusun,bless
709,English,B1,noun,nimet,blessing
710,English,B1,adjective,kör,blind
711,English,B2,adverb,körü körüne,blindly
712,English,B2,noun,körlük,blindness
713,English,B2,verb,göz kırpmak,blink
714,English,A1,noun,engellemek,block
715,English,B1,verb,engellemek,block
716,English,B1,noun,Blog,blog
